Company Account,Merchant Account,Psp Reference,Payment Method,Transaction Date,Record Date TimeZone,Dispute Currency,Amount,Record Type,Dispute PSP Reference,Dispute Reason,RFI Scheme Code,RFI Reason Code,CB Scheme Code,CB Reason Code,NoF Scheme Code,NoF Reason Code,Payment Date,Payment Date TimeZone,Payment Currency,Payment Amount,Dispute Date,Dispute Date TimeZone,Risk Scoring,Shopper Interaction,Iban,Bic,Shopper Country,Issuer Country,Issuer Id,3D Directory Response,3D Authentication Response,CVC2 Response,AVS Response,Dispute Auto Defended,Dispute End Date,Dispute End Date TimeZone,Reserved4,Reserved5
TenLifManLim,TenUKMoto,J6PVJMTR93PBN3Z3,mc,10/04/2024 16:08:53,BST,USD,1188.09,NotificationOfChargeback,ZT2464T4CZGNTCX3,No Cardholder Authorisation,,,mc,4837,,,09/23/2024 18:54:22,BST,GBP,887.17,10/04/2024 16:08:53,BST,80,Moto,,,,BR,512215,,,1,3,False,11/13/2024 16:08:53,GMT,,
